"","first_author","original_title","average_rating","ratings_count","ratings_1","ratings_5","genres","pages","chick_lit","if_wom","prop_one_star","prop_five_star"
"156","Jane Austen","Emma",3.99,497949,11386,180404,"['classics', 'fiction', 'romance', 'historical-fiction']",474,"no","yes",0.0228657954931127,0.362294130523407
"157","Leo Tolstoy","Анна Каренина",4.02,472796,11738,187569,"['classics', 'fiction', 'romance', 'historical-fiction']",964,"no","yes",0.0248267751842232,0.396722899516916
"158","Rick Riordan","The Last Olympian",4.5,499510,2098,312535,"['fantasy', 'young-adult', 'fiction']",381,"no","no",0.00420011611379152,0.625683169506116
"159","Stephen King","It",4.18,479381,8464,226794,"['horror', 'fiction', 'thriller', 'fantasy', 'mystery', 'paranormal', 'classics']",1116,"no","no",0.0176561023486538,0.473097598778425
"160","Fyodor Dostoyevsky","Преступление и наказание",4.18,444675,9477,213966,"['classics', 'fiction', 'philosophy', 'crime']",671,"no","no",0.0213121942992073,0.481173891044021
"161","Sylvia Plath","The Bell Jar",3.98,442157,8266,155284,"['classics', 'fiction', 'psychology', 'poetry']",294,"no","no",0.0186947170348994,0.351196520692876
"162","Frank McCourt","Angela's Ashes: A Memoir",4.07,419746,7657,164437,"['nonfiction', 'memoir', 'biography', 'classics', 'history']",452,"no","no",0.0182419844382079,0.391753584310512
"163","Hermann Hesse","Siddhartha",3.99,418653,10229,160360,"['classics', 'fiction', 'philosophy', 'religion', 'spirituality', 'historical-fiction']",152,"no","no",0.0244331224188051,0.383037981335378
"164","Truman Capote","In Cold Blood",4.05,401839,10639,157891,"['nonfiction', 'classics', 'crime', 'mystery', 'history', 'thriller', 'biography']",343,"no","no",0.0264757776124269,0.392921045493344
"165","Kami Garcia","Beautiful Creatures",3.76,458518,19917,149232,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",563,"no","yes",0.0434377712543455,0.325465957715946
"166","Cassandra Clare","Clockwork Angel",4.33,515759,8364,289514,"['fantasy', 'young-adult', 'paranormal', 'romance', 'historical-fiction', 'fiction']",481,"no","yes",0.0162168764868863,0.561335817697801
"167","Roald Dahl","Matilda",4.29,463491,4277,231852,"['fiction', 'classics', 'fantasy', 'young-adult']",240,"no","no",0.00922779514596831,0.50022977792449
"168","Erin Morgenstern","The Night Circus",4.03,474826,11349,190977,"['fantasy', 'fiction', 'romance', 'historical-fiction', 'young-adult']",391,"no","yes",0.0239013870344084,0.402204175845468
"169","Philippa Gregory","The Other Boleyn Girl",4.04,399223,5311,144769,"['historical-fiction', 'fiction', 'romance', 'chick-lit']",661,"yes","yes",0.0133033417413325,0.362626902758609
"170","Scott Westerfeld","Uglies",3.86,464589,15531,156624,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'romance']",425,"no","yes",0.0334295474064173,0.337123780373621
"171","George R.R. Martin","A Dance with Dragons",4.31,424618,2399,211189,"['fantasy', 'fiction']",1125,"no","no",0.00564978404118525,0.497362335087067
"172","J.R.R. Tolkien","The Lord of the Rings",4.47,436346,4807,277592,"['fantasy', 'classics', 'fiction', 'young-adult']",1216,"no","no",0.0110164869163462,0.636174045367667
"173","Cheryl Strayed","Wild: From Lost to Found on the Pacific Crest Trail ",3.96,420903,8344,139451,"['nonfiction', 'memoir', 'travel', 'biography']",315,"no","no",0.0198240449699812,0.331313865665011
"174","Alan Moore","Watchmen",4.35,409323,6349,229518,"['graphic-novels', 'comics', 'fiction', 'science-fiction', 'fantasy', 'classics']",416,"no","no",0.0155109778829922,0.560725881516553
"175","Patrick Rothfuss","The Name of the Wind",4.55,449372,5605,311235,"['fantasy', 'fiction']",662,"no","no",0.012472962267342,0.692599894964528
"176","Malcolm Gladwell","Outliers: The Story of Success",4.11,369126,4494,140599,"['nonfiction', 'psychology', 'business', 'self-help', 'science']",309,"no","no",0.0121747045724224,0.380897037867828
"177","Herman Melville","Moby Dick; or, The Whale",3.46,397963,35983,103322,"['classics', 'fiction', 'historical-fiction']",654,"no","no",0.0904179534278312,0.259627151267831
"178","Charlaine Harris","Dead Until Dark",3.96,444824,11330,163097,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'horror']",292,"no","yes",0.025470747981224,0.36665512652195
"179","John Grogan","Marley & Me: Life and Love with the World's Worst Dog",4.12,379348,5485,158855,"['nonfiction', 'memoir', 'biography', 'contemporary']",291,"no","no",0.0144590191591889,0.418757974208379
"180","Agatha Christie","Ten Little Niggers",4.23,456680,6134,215521,"['mystery', 'classics', 'fiction', 'crime', 'thriller', 'suspense']",264,"no","no",0.0134317246211789,0.47193001664185
"181","Dan Brown","The Lost Symbol",3.66,404982,11293,96477,"['fiction', 'mystery', 'thriller', 'suspense', 'historical-fiction', 'crime']",509,"no","no",0.0278851899590599,0.238225402610486
"182","Becca Fitzpatrick","Hush, Hush",4,461802,19338,206173,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']",391,"no","yes",0.041875089323996,0.446453241865561
"183","Jamie McGuire","Beautiful Disaster",4.15,442696,17185,225097,"['romance', 'contemporary', 'young-adult', 'fiction', 'chick-lit']",319,"yes","yes",0.0388189638036034,0.508468565336032
"184","Charles Dickens","A Christmas Carol",4.02,441396,6737,165515,"['classics', 'fiction', 'fantasy', 'historical-fiction']",104,"no","no",0.0152629384951382,0.374980742915659
"185","Anne Rice","Interview with the Vampire",3.97,393941,7519,141582,"['horror', 'fantasy', 'fiction', 'paranormal', 'classics', 'historical-fiction']",342,"no","no",0.0190866144930332,0.3593989962964
"186","Kiera Cass","The Selection",4.15,539091,13841,257493,"['young-adult', 'romance', 'fantasy', 'fiction', 'science-fiction', 'chick-lit']",336,"yes","yes",0.0256747005607588,0.477642921139474
"187","Janet Evanovich","One for the Money",4.03,403315,9176,160709,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime', 'contemporary']",320,"yes","yes",0.0227514473798396,0.398470178396539
"188","Rebecca Skloot","The Immortal Life of Henrietta Lacks",4.04,404440,10782,153856,"['nonfiction', 'science', 'history', 'biography']",370,"no","no",0.0266590841657601,0.380417367223816
"189","Thomas Harris","The Silence of the Lambs",4.14,366112,10268,163920,"['horror', 'fiction', 'thriller', 'mystery', 'crime', 'suspense', 'classics']",421,"no","no",0.0280460624071322,0.447731841622236
"190","Richelle Mead","",4.14,455151,12535,217834,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",332,"no","yes",0.027540310797955,0.478597212793117
"191","Malcolm Gladwell","Blink: The Power of Thinking Without Thinking",3.89,360338,6804,107525,"['nonfiction', 'psychology', 'business', 'science', 'self-help', 'philosophy']",296,"no","no",0.0188822716449556,0.298400390744246
"192","Ian McEwan","Atonement",3.88,365658,11473,116800,"['fiction', 'historical-fiction', 'romance', 'classics', 'contemporary']",351,"no","yes",0.031376313385732,0.319424161374837
"193","Franz Kafka","Die Verwandlung",3.78,414533,15430,120806,"['classics', 'fiction', 'fantasy', 'philosophy', 'horror']",201,"no","no",0.0372226095389269,0.291426738040156
"194","Rick Riordan","The Titan's Curse",4.33,486262,1863,248874,"['fantasy', 'young-adult', 'fiction']",320,"no","no",0.00383126791729561,0.51181050544768
"195","Ernest Cline","",4.31,421819,5150,221349,"['science-fiction', 'fiction', 'young-adult', 'fantasy']",374,"no","no",0.0122090280428335,0.524748766651099
"196","Garth Stein","The Art of Racing in the Rain",4.19,354319,4808,163664,"['fiction', 'contemporary']",321,"no","no",0.0135696928474059,0.461911441384741
"197","Sylvia Day","Bared to You",4.19,386136,9867,197075,"['romance', 'contemporary', 'fiction', 'chick-lit']",334,"yes","yes",0.0255531729753248,0.51037717280958
"198","C.S. Lewis","The Chronicles of Narnia",4.24,401676,3772,192681,"['fantasy', 'classics', 'fiction', 'young-adult', 'christian']",767,"no","no",0.009390653163246,0.479692588056045
"199","Mark Cotta Vaz","Twilight: The Complete Illustrated Movie Companion",4.23,291899,6862,158071,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",144,"no","yes",0.0235081312371745,0.541526349867591
"200","Dave Pelzer","A Child Called ""It"": One Child's Courage to Survive",4.08,321298,7819,140899,"['nonfiction', 'memoir', 'biography', 'psychology']",184,"no","no",0.0243356634650698,0.438530585313323
"201","Robert Ludlum","The Bourne Identity",3.98,336212,10266,124627,"['fiction', 'thriller', 'mystery', 'suspense', 'crime']",566,"no","no",0.0305343057356668,0.370679809168025
"202","Eoin Colfer","Artemis Fowl",3.82,399165,14473,129241,"['fantasy', 'young-adult', 'fiction', 'science-fiction']",396,"no","no",0.0362581889694738,0.323778387383663
"203","Lauren Kate","Fallen",3.74,408108,23594,141642,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']",452,"no","yes",0.0578131278975173,0.347069893263548
"204","John Steinbeck","East of Eden  ",4.35,336682,4183,187196,"['classics', 'fiction', 'historical-fiction']",601,"no","no",0.0124241866212034,0.556002399890698
"205","Gillian Flynn","Dark Places",3.92,386607,5169,109113,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']",349,"no","no",0.0133701666032948,0.282232344473846
"206","John Grisham","The Client",3.97,325663,2530,102372,"['fiction', 'mystery', 'thriller', 'crime', 'suspense']",483,"no","no",0.00776876709973193,0.314349496258402
"207","Emma McLaughlin","The Nanny Diaries",3.4,328073,17006,56081,"['chick-lit', 'fiction', 'contemporary', 'romance']",306,"yes","yes",0.0518360242994699,0.170940613826801
"208","Lewis Carroll","Alice's Adventures in Wonderland",4.06,377190,5294,149523,"['classics', 'fantasy', 'fiction', 'young-adult']",239,"no","no",0.0140353667912723,0.396412948381452
"209","Jane Austen","Persuasion",4.13,402359,6688,175578,"['classics', 'fiction', 'romance', 'historical-fiction']",249,"no","yes",0.0166219719205983,0.436371499084151
"210","Tatiana de Rosnay","Elle s'appelait Sarah",4.14,347631,3865,140574,"['historical-fiction', 'fiction']",294,"no","no",0.0111181108704345,0.404377054980712
"211","Stephen King","The Gunslinger",3.99,366377,9958,146677,"['fantasy', 'fiction', 'horror', 'science-fiction', 'thriller']",231,"no","no",0.0271796537446401,0.400344453936792
"212","Gabriel García Márquez","El amor en los tiempos del cólera",3.89,323461,11450,111974,"['fiction', 'classics', 'historical-fiction', 'romance']",348,"no","yes",0.0353983942422734,0.346174654749723
"213","Liane Moriarty","The Husband's Secret ",3.92,351805,4175,95167,"['fiction', 'mystery', 'chick-lit', 'contemporary', 'thriller']",396,"yes","yes",0.0118673697076505,0.270510652207899
"214","Jon Krakauer","Into Thin Air: A Personal Account of the Mt. Everest Disaster",4.11,301593,8041,124605,"['nonfiction', 'memoir', 'travel', 'biography', 'history', 'sports']",368,"no","no",0.0266617593909673,0.413156140891864
"215","Stephen King","Carrie",3.93,377650,4564,121201,"['horror', 'fiction', 'thriller', 'paranormal', 'fantasy', 'classics']",253,"no","no",0.0120852641334569,0.32093472792268
"216","Augusten Burroughs","Running with Scissors",3.7,306388,13569,81379,"['memoir', 'nonfiction', 'biography', 'psychology']",304,"no","no",0.0442869825188976,0.265607660874447
"217","Max Brooks","World War Z: An Oral History of the Zombie War",4.01,345149,7680,130475,"['horror', 'fiction', 'science-fiction', 'fantasy']",342,"no","no",0.022251259600926,0.378025142764429
"218","Dan Brown","Inferno",3.8,345560,7261,94611,"['fiction', 'thriller', 'mystery', 'suspense', 'historical-fiction', 'crime']",463,"no","no",0.0210122699386503,0.273790369255701
"219","Lois Lowry","Number the Stars",4.11,342365,3797,138559,"['historical-fiction', 'young-adult', 'fiction', 'classics']",137,"no","no",0.0110905028259314,0.404711346078016
"220","James Patterson","Along Came a Spider",4.08,318031,4281,122955,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']",449,"no","no",0.0134609519197814,0.38661325468272
"221","Stephen King","Misery",4.11,352203,4302,141351,"['horror', 'fiction', 'thriller', 'suspense', 'mystery', 'crime']",370,"no","no",0.0122145467244742,0.401333889830581
"222","Gillian Flynn","Sharp Objects",3.92,354838,4988,103690,"['mystery', 'fiction', 'thriller', 'crime', 'suspense', 'contemporary']",254,"no","no",0.014057119023329,0.292217857162987
"223","P.C. Cast","Marked",3.79,371020,21547,135835,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",306,"no","yes",0.0580750363861786,0.366112338957469
"224","Stephen R. Covey","The 7 Habits of Highly Effective People",4.05,333884,9038,137410,"['self-help', 'nonfiction', 'business', 'psychology', 'philosophy']",372,"no","no",0.0270692815468845,0.411550119203076
"225","William Shakespeare","A Midsummer Night's Dream",3.94,361510,5598,120975,"['classics', 'fiction', 'fantasy', 'romance', 'poetry']",240,"no","yes",0.0154850488229924,0.334638045973832
"226","Jonathan Safran Foer","Extremely Loud and Incredibly Close",3.97,319116,8847,119402,"['fiction', 'contemporary', 'historical-fiction', 'young-adult']",326,"no","no",0.0277234610611815,0.374164880482332
"227","R.J. Palacio","Wonder",4.43,377791,4504,224910,"['young-adult', 'fiction', 'contemporary']",315,"no","no",0.0119219356734279,0.595329163479278
"228","Dr. Seuss","The Cat in the Hat",4.15,317182,6179,152712,"['classics', 'fiction', 'poetry', 'fantasy']",61,"no","no",0.0194809289303933,0.481464900278074
"229","Robert Galbraith","The Cuckoo's Calling",3.83,340495,9729,92370,"['mystery', 'fiction', 'crime', 'thriller', 'contemporary']",456,"no","no",0.0285731068003935,0.271281516615516
"230","Maggie Stiefvater","Shiver",3.78,370811,17815,126660,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']",392,"no","yes",0.0480433428350292,0.341575627475992
"231","Ayn Rand","Atlas Shrugged",3.68,296645,30901,105796,"['classics', 'philosophy', 'science-fiction', 'fiction']",1168,"no","no",0.104168281953176,0.356641777208448
"232","Greg Mortenson","Three Cups of Tea ",3.64,288520,14371,71358,"['nonfiction', 'memoir', 'biography', 'travel', 'history']",349,"no","no",0.0498093719672813,0.247324275613476
"233","Jane Carruth","",4.03,343271,7467,137803,"['classics', 'fantasy', 'fiction', 'young-adult']",92,"no","no",0.0217524929283278,0.401440844114417
"234","Carlos Ruiz Zafón","La sombra del viento",4.24,317554,4789,157170,"['fiction', 'historical-fiction', 'mystery', 'fantasy']",487,"no","no",0.0150808996265202,0.494939443370261
"235","James Dashner","The Scorch Trials",3.93,346307,5525,115496,"['young-adult', 'science-fiction', 'fiction', 'fantasy', 'mystery']",362,"no","no",0.0159540523292916,0.333507552547306
"236","Dale Carnegie","How to Win Friends and Influence People",4.13,305437,6734,139551,"['nonfiction', 'self-help', 'business', 'psychology', 'classics']",288,"no","no",0.0220470997292404,0.456889636815448
"237","Frances Mayes","Under the Tuscan Sun",3.72,281836,12008,78597,"['travel', 'nonfiction', 'memoir', 'romance', 'biography', 'chick-lit', 'contemporary']",304,"yes","yes",0.0426063384379568,0.27887494855164
"238","Gail Carson Levine","Ella Enchanted",3.97,345749,6619,128224,"['fantasy', 'young-adult', 'fiction', 'romance']",232,"no","yes",0.0191439454633274,0.370858628658362
"239","Ernest Hemingway","The Sun Also Rises",3.83,303117,9602,94044,"['classics', 'fiction', 'historical-fiction']",189,"no","no",0.0316775370566481,0.310256435633765
"240","Betty  Smith","A Tree Grows In Brooklyn ",4.24,309000,3693,148027,"['classics', 'fiction', 'historical-fiction', 'young-adult']",496,"no","no",0.0119514563106796,0.479051779935275
"241","James Patterson","Kiss the Girls",3.93,279116,10518,99764,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']",481,"no","no",0.0376832571404004,0.357428452686338
"242","Kristin Hannah","The Nightingale",4.54,327015,2829,215817,"['historical-fiction', 'fiction', 'romance']",440,"no","yes",0.00865097931287556,0.659960552268245
"243","Kazuo Ishiguro","Never Let Me Go",3.8,323627,9081,92144,"['fiction', 'science-fiction', 'contemporary', 'romance']",288,"no","yes",0.0280600815135944,0.284722844509265
"244","Cecelia Ahern","PS, I Love You",4.01,283413,7027,113010,"['romance', 'chick-lit', 'fiction', 'contemporary']",501,"yes","yes",0.0247942049235568,0.398746705338146
"245","Daphne du Maurier","Rebecca",4.2,329596,4565,152100,"['classics', 'fiction', 'mystery', 'romance', 'historical-fiction', 'thriller', 'suspense']",449,"no","yes",0.0138502894452603,0.461474047015134
"246","Laura Esquivel","Como agua para chocolate",3.94,285469,8887,100483,"['fiction', 'romance', 'historical-fiction', 'classics', 'fantasy']",222,"no","yes",0.0311312261576563,0.351992685720691
